partner_ID,hotel,is_canceled,total_cost,days_betwee_reservation_and_check_in,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal_booked,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
16,City Hotel,1,150,163,2016,September,37,8,0,3,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,20/06/2016
11,City Hotel,1,150,433,2016,September,37,8,0,3,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,20/10/2015
23,City Hotel,1,150,176,2016,September,37,8,0,3,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,01/06/2016
16,City Hotel,1,240,5,2016,September,37,8,1,3,2,0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,0,2,Canceled,03/09/2016
23,City Hotel,1,290,66,2016,September,37,8,1,3,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,0,Canceled,06/07/2016
2,City Hotel,1,70,25,2016,September,37,9,0,1,2,0,0,SC,Online TA,TA/TO,0,0,0,A,B,1,0,0,Canceled,31/08/2016
1,City Hotel,1,30,12,2016,September,37,9,0,1,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,0,Canceled,28/08/2016
4,City Hotel,1,150,266,2016,September,37,9,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,19/01/2016
2,City Hotel,1,80,266,2016,September,37,9,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,19/01/2016
11,City Hotel,1,80,65,2016,September,37,9,0,2,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,1,Canceled,05/09/2016
28,City Hotel,1,80,266,2016,September,37,9,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,19/01/2016
12,City Hotel,1,150,53,2016,September,37,9,0,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,3,Canceled,28/08/2016
3,City Hotel,1,100,266,2016,September,37,9,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,19/01/2016
29,City Hotel,1,150,178,2016,September,37,9,0,2,1,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,23/03/2016
16,City Hotel,1,100,178,2016,September,37,9,0,2,1,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,23/03/2016
1,City Hotel,1,80,266,2016,September,37,9,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,19/01/2016
28,City Hotel,1,190,198,2016,September,37,9,1,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,15/03/2016
8,City Hotel,1,190,198,2016,September,37,9,1,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,15/03/2016
24,City Hotel,1,190,198,2016,September,37,9,1,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,12/07/2016
28,City Hotel,1,190,198,2016,September,37,9,1,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,15/03/2016
17,City Hotel,1,330,23,2016,September,37,9,2,2,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,0,Canceled,18/08/2016
24,City Hotel,1,230,56,2016,September,37,10,2,1,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,08/08/2016
25,City Hotel,1,210,173,2016,September,37,10,2,1,2,1,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,01/08/2016
1,City Hotel,1,280,242,2016,September,37,10,2,2,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,0,Canceled,05/02/2016
11,City Hotel,1,330,60,2016,September,37,10,2,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,1,Canceled,09/09/2016
3,City Hotel,1,90,3,2016,September,38,11,1,0,2,0,0,SC,Direct,Direct,0,0,0,A,A,0,0,0,Canceled,08/09/2016
13,City Hotel,1,180,52,2016,September,38,11,2,0,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,04/08/2016
27,City Hotel,1,230,10,2016,September,38,11,2,0,1,0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,01/09/2016
26,City Hotel,1,230,208,2016,September,38,11,2,1,2,0,0,SC,Online TA,TA/TO,0,0,0,B,B,0,0,0,Canceled,16/07/2016
8,City Hotel,1,280,62,2016,September,38,11,2,1,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,25/07/2016
9,City Hotel,1,230,32,2016,September,38,11,2,1,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,0,Canceled,25/08/2016
10,City Hotel,1,230,56,2016,September,38,11,2,1,2,0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,17/07/2016
9,City Hotel,1,90,66,2016,September,38,12,1,0,1,0,0,BB,Direct,Direct,0,0,0,A,A,0,0,0,Canceled,06/09/2016
27,City Hotel,1,70,5,2016,September,38,12,1,0,1,0,0,BB,Aviation,Corporate,0,0,0,D,D,0,0,0,Canceled,08/09/2016
19,City Hotel,1,90,67,2016,September,38,12,1,0,3,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,1,Canceled,15/08/2016
26,City Hotel,1,150,160,2016,September,38,13,0,2,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Canceled,08/09/2016
27,City Hotel,1,150,6,2016,September,38,13,0,3,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,2,Canceled,09/09/2016
25,City Hotel,1,430,32,2016,September,38,13,2,5,2,0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,0,0,Canceled,26/08/2016
8,City Hotel,1,50,48,2016,September,38,14,0,1,1,0,0,BB,Groups,Direct,0,0,0,A,A,0,0,0,Canceled,03/08/2016
27,City Hotel,1,100,240,2016,September,38,14,0,2,2,0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,19/07/2016
20,City Hotel,1,150,41,2016,September,38,14,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,10/08/2016
21,City Hotel,1,200,52,2016,September,38,14,0,3,2,2,0,BB,Online TA,TA/TO,0,0,0,F,F,0,0,1,Canceled,01/08/2016
11,City Hotel,1,50,73,2016,September,38,15,0,1,2,0,0,SC,Corporate,Corporate,0,0,0,A,A,0,0,1,Canceled,07/09/2016
22,City Hotel,1,100,70,2016,September,38,15,0,2,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,0,Canceled,07/07/2016
22,City Hotel,1,100,19,2016,September,38,15,0,2,2,0,0,BB,Direct,Direct,0,0,0,D,D,0,0,1,No-Show,15/09/2016
18,City Hotel,1,150,317,2016,September,38,15,0,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,09/02/2016
28,City Hotel,1,100,317,2016,September,38,15,0,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,09/02/2016
23,City Hotel,1,150,317,2016,September,38,15,0,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,09/02/2016
7,City Hotel,1,100,317,2016,September,38,15,0,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,09/02/2016
19,City Hotel,1,150,433,2016,September,38,15,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,21/10/2015
18,City Hotel,1,100,433,2016,September,38,15,0,1,1,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,21/10/2015
19,City Hotel,1,100,317,2016,September,38,15,0,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,09/02/2016
23,City Hotel,1,100,70,2016,September,38,15,0,2,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,0,Canceled,07/07/2016
25,City Hotel,1,100,317,2016,September,38,15,0,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,09/02/2016
26,City Hotel,1,100,433,2016,September,38,15,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,21/10/2015
18,City Hotel,1,100,317,2016,September,38,15,0,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,09/02/2016
17,City Hotel,1,150,66,2016,September,38,15,0,2,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,0,Canceled,07/08/2016
28,City Hotel,1,150,17,2016,September,38,15,0,3,2,0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,29/08/2016
9,City Hotel,1,150,113,2016,September,38,15,0,3,2,0,0,BB,Direct,Direct,0,0,0,A,A,0,0,0,No-Show,15/09/2016
22,City Hotel,0,150,258,2016,September,38,15,0,3,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Check-Out,18/09/2016
29,City Hotel,1,150,76,2016,September,38,15,0,3,3,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,3,Canceled,11/08/2016
3,City Hotel,1,330,79,2016,September,38,15,2,3,2,0,0,HB,Online TA,TA/TO,0,0,0,D,D,0,0,1,Canceled,27/08/2016
4,City Hotel,1,100,68,2016,September,38,16,0,1,2,0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,15/09/2016
25,City Hotel,1,100,23,2016,September,38,16,0,2,1,0,0,HB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,24/08/2016
27,City Hotel,1,100,422,2016,September,38,16,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,22/08/2016
28,City Hotel,1,100,422,2016,September,38,16,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,22/08/2016
20,City Hotel,1,150,422,2016,September,38,16,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,22/08/2016
30,City Hotel,0,100,422,2016,September,38,16,0,2,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,0,0,1,Check-Out,18/09/2016
30,City Hotel,1,190,205,2016,September,38,16,1,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,15/03/2016
8,City Hotel,1,190,302,2016,September,38,16,1,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,28/01/2016
19,City Hotel,1,190,205,2016,September,38,16,1,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,15/03/2016
28,City Hotel,1,240,205,2016,September,38,16,1,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,15/03/2016
7,City Hotel,1,190,205,2016,September,38,16,1,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,15/03/2016
30,City Hotel,1,190,302,2016,September,38,16,1,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,28/01/2016
15,City Hotel,1,190,31,2016,September,38,16,1,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,12/09/2016
5,City Hotel,1,240,205,2016,September,38,16,1,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,15/03/2016
1,City Hotel,1,50,69,2016,September,38,17,0,1,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,0,Canceled,11/07/2016
30,City Hotel,1,50,151,2016,September,38,17,0,1,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,04/08/2016
8,City Hotel,1,50,22,2016,September,38,17,0,1,1,2,0,BB,Online TA,TA/TO,0,0,0,B,B,0,0,0,Canceled,26/08/2016
14,City Hotel,1,50,3,2016,September,38,17,0,1,2,0,0,BB,Direct,Direct,0,0,0,A,A,0,0,0,Canceled,16/09/2016
20,City Hotel,1,140,315,2016,September,38,17,1,1,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,19/08/2016
17,City Hotel,1,90,118,2016,September,39,18,1,0,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,14/06/2016
2,City Hotel,1,280,20,2016,September,39,18,2,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Canceled,13/09/2016
3,City Hotel,1,280,20,2016,September,39,18,2,2,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,No-Show,18/09/2016
12,City Hotel,1,430,19,2016,September,39,18,2,5,2,2,0,BB,Online TA,TA/TO,0,0,0,F,F,0,0,2,Canceled,03/09/2016
24,City Hotel,1,140,42,2016,September,39,19,1,1,2,0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,0,1,Canceled,22/08/2016
11,City Hotel,1,190,280,2016,September,39,19,1,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,18/01/2016
6,City Hotel,1,190,280,2016,September,39,19,1,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,18/01/2016
3,City Hotel,1,190,280,2016,September,39,19,1,2,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,18/01/2016
30,City Hotel,1,190,280,2016,September,39,19,1,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,18/01/2016
16,City Hotel,1,240,280,2016,September,39,19,1,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,18/01/2016
8,City Hotel,1,190,159,2016,September,39,19,1,2,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,1,0,0,Canceled,13/09/2016
26,City Hotel,1,190,280,2016,September,39,19,1,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,18/01/2016
10,City Hotel,1,190,280,2016,September,39,19,1,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,18/01/2016
5,City Hotel,1,190,280,2016,September,39,19,1,2,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,18/01/2016
2,City Hotel,1,290,49,2016,September,39,19,1,3,2,0,0,HB,Online TA,TA/TO,0,0,0,D,D,0,0,1,Canceled,02/08/2016
27,City Hotel,1,520,213,2016,September,39,19,3,5,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,23/04/2016
5,City Hotel,1,430,141,2016,September,39,19,2,5,1,0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,0,1,Canceled,15/08/2016
23,City Hotel,1,200,55,2016,September,39,20,0,3,3,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,0,Canceled,27/07/2016
18,City Hotel,1,340,142,2016,September,39,20,1,5,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,0,Canceled,20/09/2016
21,City Hotel,1,340,123,2016,September,39,20,1,5,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,1,No-Show,20/09/2016
28,City Hotel,1,200,232,2016,September,39,20,0,4,2,0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,0,1,Canceled,06/07/2016
15,City Hotel,1,50,2,2016,September,39,21,0,1,1,0,0,BB,Corporate,Corporate,0,0,0,A,A,0,0,0,No-Show,21/09/2016
16,City Hotel,1,30,440,2016,September,39,22,0,1,1,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,21/10/2015
7,City Hotel,1,30,14,2016,September,39,22,0,1,1,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,2,Canceled,15/09/2016
18,City Hotel,1,100,440,2016,September,39,22,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,21/10/2015
7,City Hotel,1,100,440,2016,September,39,22,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,21/10/2015
14,City Hotel,1,100,440,2016,September,39,22,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,21/10/2015
29,City Hotel,1,100,440,2016,September,39,22,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,21/10/2015
9,City Hotel,1,100,440,2016,September,39,22,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,21/10/2015
29,City Hotel,1,150,440,2016,September,39,22,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,21/10/2015
27,City Hotel,1,100,440,2016,September,39,22,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,21/10/2015
5,City Hotel,1,150,276,2016,September,39,22,0,3,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,01/04/2016
11,City Hotel,1,200,198,2016,September,39,22,0,3,3,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,3,Canceled,31/08/2016
2,City Hotel,1,150,198,2016,September,39,22,0,3,3,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,3,Canceled,31/08/2016
17,City Hotel,1,290,110,2016,September,39,22,1,3,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,0,Canceled,16/06/2016
30,City Hotel,1,380,251,2016,September,39,22,2,4,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,13/04/2016
5,City Hotel,1,70,163,2016,September,39,23,0,1,2,0,0,BB,Online TA,TA/TO,0,0,0,A,C,1,0,2,Canceled,21/04/2016
12,City Hotel,0,100,429,2016,September,39,23,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,B,0,0,0,Check-Out,25/09/2016
20,City Hotel,1,100,110,2016,September,39,23,0,2,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,0,Canceled,26/07/2016
6,City Hotel,0,100,429,2016,September,39,23,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,B,0,0,0,Check-Out,25/09/2016
10,City Hotel,0,100,429,2016,September,39,23,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Check-Out,25/09/2016
19,City Hotel,1,100,429,2016,September,39,23,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,23/09/2016
23,City Hotel,0,100,429,2016,September,39,23,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Check-Out,25/09/2016
22,City Hotel,1,190,19,2016,September,39,23,1,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,1,Canceled,20/09/2016
23,City Hotel,1,310,206,2016,September,39,23,2,3,2,0,0,HB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,01/03/2016
2,City Hotel,1,330,206,2016,September,39,23,2,3,2,0,0,HB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,01/03/2016
20,City Hotel,1,50,22,2016,September,39,24,0,1,2,0,0,BB,Direct,Direct,0,0,0,D,D,0,0,1,Canceled,08/09/2016
7,City Hotel,1,140,254,2016,September,39,24,1,1,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,01/03/2016
21,City Hotel,1,140,59,2016,September,39,24,1,1,3,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,0,Canceled,28/07/2016
19,City Hotel,1,380,36,2016,September,39,24,2,3,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,0,Canceled,20/08/2016
26,City Hotel,1,180,12,2016,September,40,25,2,0,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,17/09/2016
26,City Hotel,1,160,13,2016,September,40,25,2,0,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,13/09/2016
16,City Hotel,1,230,89,2016,September,40,25,2,1,3,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,23/08/2016
22,City Hotel,1,230,138,2016,September,40,25,2,1,3,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,1,Canceled,23/09/2016
25,City Hotel,1,570,130,2016,September,40,25,3,5,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,0,Canceled,15/06/2016
15,City Hotel,1,70,25,2016,September,40,26,1,0,2,0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,01/09/2016
7,City Hotel,1,190,53,2016,September,40,26,1,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,30/08/2016
9,City Hotel,0,190,418,2016,September,40,26,1,2,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,29/09/2016
16,City Hotel,1,190,418,2016,September,40,26,1,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,08/07/2016
7,City Hotel,1,190,80,2016,September,40,26,1,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,02/09/2016
23,City Hotel,1,190,418,2016,September,40,26,1,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,02/08/2016
23,City Hotel,1,170,53,2016,September,40,26,1,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,30/08/2016
21,City Hotel,0,190,418,2016,September,40,26,1,2,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,29/09/2016
16,City Hotel,0,190,418,2016,September,40,26,1,2,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,29/09/2016
29,City Hotel,1,190,418,2016,September,40,26,1,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,02/08/2016
29,City Hotel,0,240,418,2016,September,40,26,1,2,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,D,0,0,0,Check-Out,29/09/2016
1,City Hotel,1,190,80,2016,September,40,26,1,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,02/09/2016
12,City Hotel,0,190,418,2016,September,40,26,1,2,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,29/09/2016
5,City Hotel,1,190,418,2016,September,40,26,1,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,08/07/2016
22,City Hotel,0,190,418,2016,September,40,26,1,2,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,29/09/2016
29,City Hotel,1,190,53,2016,September,40,26,1,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,30/08/2016
7,City Hotel,1,290,250,2016,September,40,26,1,3,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,28/06/2016
20,City Hotel,1,220,250,2016,September,40,26,1,3,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,28/06/2016
7,City Hotel,1,240,250,2016,September,40,26,1,3,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,28/06/2016
17,City Hotel,1,240,250,2016,September,40,26,1,3,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,28/06/2016
22,City Hotel,1,750,14,2016,September,40,26,3,10,2,0,0,BB,Direct,Direct,0,0,0,E,E,0,0,0,Canceled,12/09/2016
10,City Hotel,1,770,20,2016,September,40,26,3,10,2,0,0,BB,Direct,Direct,0,0,0,E,E,0,0,0,Canceled,07/09/2016
9,City Hotel,1,50,102,2016,September,40,27,0,1,1,0,0,SC,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,23/08/2016
16,City Hotel,1,50,4,2016,September,40,27,0,1,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,2,Canceled,23/09/2016
8,City Hotel,1,200,28,2016,September,40,27,0,3,1,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,2,Canceled,01/09/2016
7,City Hotel,1,80,235,2016,September,40,28,0,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,27/02/2016
6,City Hotel,1,150,159,2016,September,40,28,0,2,1,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,2,Canceled,22/08/2016
4,City Hotel,1,100,28,2016,September,40,28,0,2,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,2,Canceled,22/09/2016
22,City Hotel,1,150,36,2016,September,40,28,0,3,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,24/08/2016
26,City Hotel,1,150,36,2016,September,40,28,0,3,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,24/08/2016
26,City Hotel,1,150,42,2016,September,40,28,0,3,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,28/09/2016
4,City Hotel,1,180,100,2016,September,40,28,0,4,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,23/08/2016
9,City Hotel,1,50,258,2016,September,40,29,0,1,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,1,Canceled,25/09/2016
21,City Hotel,1,100,447,2016,September,40,29,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,21/10/2015
27,City Hotel,1,150,447,2016,September,40,29,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,21/10/2015
27,City Hotel,1,100,447,2016,September,40,29,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,21/10/2015
4,City Hotel,1,100,447,2016,September,40,29,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,21/10/2015
23,City Hotel,1,100,447,2016,September,40,29,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,21/10/2015
5,City Hotel,1,100,447,2016,September,40,29,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,21/10/2015
27,City Hotel,1,150,130,2016,September,40,29,0,3,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,2,Canceled,27/09/2016
18,City Hotel,1,100,37,2016,September,40,29,0,2,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,1,Canceled,04/09/2016
7,City Hotel,1,240,287,2016,September,40,29,1,3,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,14/02/2016
19,City Hotel,1,240,134,2016,September,40,29,1,3,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,2,Canceled,17/09/2016
11,City Hotel,1,430,263,2016,September,40,29,2,4,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,18/01/2016
29,City Hotel,1,430,263,2016,September,40,29,2,4,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,18/01/2016
25,City Hotel,1,430,167,2016,September,40,29,2,5,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,1,Canceled,16/04/2016
